Mobile,Image_Url,Prices,Refurbished,Stores,Delivery,Timestamp,Product_Url
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB) (12 GB RAM)",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRCNo0K-kzGu0ETFH9dakc8Bd_yPskC6YtTh9D7Fzh-aeafmMtPhM7_fCpT5wljCbeIVEu0yLrkEdv5qvIDs2RuqFYhk0NMmWbR5xW-iCCG7vBEzcL_0u0v&usqp=CAE,"₹60,999.00",--,Bulkli,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBJGgJzZg&sig=AOD64_0BDjQTyep9tBx6e4Er9wqHBuf-_A&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQww8I9w0&adurl=
"Samsung Galaxy M13 5G 128 GB (Aqua Green, 6 GB RAM)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTTI9EpWXBGdthpZPWBUc_4m5hn7KTyHJXxo4OhQGbjC6dI-sF8h_D2nYSw4nUt3gHPEn4tHFMvO-8VlwM2i_s7agA1VlM3mkCL84X35UBXtu2n0X50GAVONw&usqp=CAE,"₹15,499.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBLGgJzZg&sig=AOD64_3wCCnVslMNbyNNYqawEtZso4CLbQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQww8I-g0&adurl=
"SAMSUNG Galaxy M12 (Black, 128 GB) (6 GB RAM)",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQw2OqN0CxP18nYJwqDET_0shfBkRHuia25u9iF_LArec-upq_683iwNkJEq3T98a5cVLS_4qleXEaOhaOV3834j6CMdNY5lTSmmJe9R7Qv2j6rP0VvAL2Bzg&usqp=CAE,"₹12,999.00",--,Howzzthat.com,Free returns,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBNGgJzZg&sig=AOD64_1bBYbQ6rLG6e-iqYzbgtxYuPU-ow&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQww8I_Q0&adurl=
"Samsung Galaxy S20 FE 128 GB (Cloud Mint, 8 GB RAM)",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRR_xX39YZjguOT9L1ZX3gqTMeXBU5PAipnUhcQQgDCPCsZeyJIP_9VHs_Z_yvDSLT3m7fAxpWFWU6utBSq_FDIhqBTaypi2hB18awhCw&usqp=CAE,"₹35,990.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBPGgJzZg&sig=AOD64_1anQ2EYCb1bqW_uHE7DHZbf1FHKg&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQww8IgA4&adurl=
"Samsung Galaxy F13 5G | 4GB |64GB |16.62cm (6.6"") Waterfall Blue | FHD+ Display | Exynos 850 Processor | 8GB RAM|6000mAh Battery | Auto Data Switching",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQYQTgaXmA2_rgRlzWtmpFl1vVqYkxS8hnuco-TQNpmsVQ3QYgSz3EYoi3dVa_q9I-py2Dx9x3dNzW38t6_Qnkn1FHI8zWbY6overLSnklUGOt2_rXKI3HvPg&usqp=CAE,"₹11,999.00",--,Samsung.com,(13),2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBRGgJzZg&sig=AOD64_1C0N4Yq-No3sAQGOwyp-zoAy6VoQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4ImRY&adurl=
"Samsung Galaxy M32 5G 128 GB (Slate Black, 6 GB RAM)",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSFv8hC3yzYBQSgNkFH4u3UAywy8CuUPFvaujdkhXaRhhOcwlP_YNv11G2osxUU8IBNzDgUMv4Hj5EUHexKrvGNH1HkQBS7&usqp=CAE,"₹21,999.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBTGgJzZg&sig=AOD64_1JCHX7-IdDOKCwCrFqswi8tLkopw&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4InRY&adurl=
Samsung Galaxy Note 8 Midnight Black 64 Gb 6 Gb Ram Refurbished Very Good,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRZaibp3wsrzMJug3LafAd82RDf3320HMHg1FBPhMyatc0duRmTdVxQPerG5_q16rzNQ1VNAt3PWUuVmx_HD7wS-XDOVIziwlUBovahWyPSDQrxowzHx4uM_oHt&usqp=CAE,"₹22,990.00 ",Refurbished_mobile,WizeKart,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBVGgJzZg&sig=AOD64_3AP2qMyf0tc7MwZm-tFyl9gaXqsQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IoBY&adurl=
"Samsung Galaxy Z Fold 4 512 GB (Graygreen, 12 GB RAM)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS1FhlfZbAKOiqsQtuxdDU7MgUkUGcdOX7RMATu5X_woJcKJnRZR74gFvTz_MQVutwmH1KViV3IXRGmRkhoDVSJfnIulSkXpj5qKFHtJ2o9&usqp=CAE,"₹1,65,999.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBXGgJzZg&sig=AOD64_2K5zxKyTGFPMX0Yi_X-vjCFYC_XQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IpBY&adurl=
"SAMSUNG Galaxy S20 FE 5G (8GB RAM, 128GB, Cloud Mint)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSOoSQKXObby69Yv8uQVls7ghhHqxQGZVULHraYrG9abJoHF5QXbAsIj7KVx3BU8wR6Ln3s7wDRdejtfNd6II9IMVFTkcOrEuFZzH1qOfaKsJkwxeVUpkfh-Q&usqp=CAE,"₹32,990.00",--,Croma,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBZGgJzZg&sig=AOD64_23GpdZKxre7iy5bZ6UNoLqvQMGPQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IpxY&adurl=
"Samsung Galaxy M33 5G 128 GB (Emerald Brown, 8 GB RAM)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRNVHYiwzVM2U22LFE4RiYnkFGhOehCRKlXm2SePHTNt_L3_g6Hb0goUKM8QwOehCFnPiiKU2EqG4mRTddM-VEWDfyKBOKH-ZuUTJiZUXE&usqp=CAE,"₹21,499.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBbGgJzZg&sig=AOD64_3Aawez7uLeBzZ0cu3jrQzKQegMTQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IqhY&adurl=
"Samsung Galaxy Note 9 (Midnight Black, 128 GB) (6 GB RAM) Refurbished - ~",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSAOTsW4EDP8InMmDMzDnNC8Y5Q17055uypGM3nmNiqWDwKuY0J5LsyDm53AMJXZ3FXWus7IP9YEF9PX5OZU4qfya85S84J6ky-uqogJ3Y7i0YFX6YPWsD90A&usqp=CAE,"₹39,999.00 ",Refurbished_mobile,vlebazaar,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBdGgJzZg&sig=AOD64_34IeeVXKshRRJ4CLYwdtBbznr0pQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IrRY&adurl=
"Samsung Galaxy S22 5G (Green, 8GB, 128GB Storage) with No Cost EMI/Additional Exchange Offers",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTrsNQTBC3G6cG3_Z5TFC4zlaUro5IQtp1Phn_5xx2PrcxLbJdTCIsZ7ryrkqljGee5CRmP-Rp5mLBgzV5fw4_rRBUglHRzHcr7GvGGTykEN8ak1ctzfwdaPA&usqp=CAE,"₹57,998.00",--,Amazon.in,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBfGgJzZg&sig=AOD64_0PnaGsShDFQ4YYUHx98R5n7nUlRQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IshY&adurl=
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB) (12 GB RAM)",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRCNo0K-kzGu0ETFH9dakc8Bd_yPskC6YtTh9D7Fzh-aeafmMtPhM7_fCpT5wljCbeIVEu0yLrkEdv5qvIDs2RuqFYhk0NMmWbR5xW-iCCG7vBEzcL_0u0v&usqp=CAE,"₹60,999.00",--,Bulkli,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBhGgJzZg&sig=AOD64_3v-dTj-03XTGqi5tRY_uBJQzyYYg&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4ItRY&adurl=
Samsung S20 8GB 128GB (Very Good) (Refurbished),https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcROpyCUVktFyURpd81SHxpB9uG3-RcCCd12DCFMzEQrQBhis6MfwSI5yxVwiDao39kNVzt81odL3aQmX8g9awapddAHRduFyg43o1zrRvfn7TVmZgpzV-r2HA&usqp=CAE,"₹29,900.00 ",Refurbished_mobile,Best of Indian Products,Free returns,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBjGgJzZg&sig=AOD64_3JHgf65tpiOdw7rUlVjfoeiq_m2Q&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IuBY&adurl=
"Samsung Galaxy M12 128 GB (Blue, 6 GB RAM)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSPX7h-IKiXLdp3d354xPjfjKxNlFWfycTWkPq66PchBlehjRQFyxUaiC3D5Px5y6NZ-zorr_NSIjlULYw2k5o27u4rCmq-u6YBu7VoS53tj6ldKkKI74w&usqp=CAE,"₹13,490.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBlGgJzZg&sig=AOD64_0Olfb4P308rnTq2m5SYiNx8sOZpw&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IvBY&adurl=
"SAMSUNG Galaxy A23 (6GB RAM, 128GB, Black)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRMFdeONCx_2NHx4g6cn8yphLPyla38VCh5-Stgz4slhEJzbJ2IPN8OfFHiaxSJatBQuMOAA_ffRWa3o7v9Nd-71H35s306qOpug_tlR7cJ4Gdf_kD0dl6_&usqp=CAE,"₹18,499.00",--,Croma,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBnGgJzZg&sig=AOD64_1wsLhZcAzITnTozuXAQla--TYwNg&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IvxY&adurl=
"Samsung Galaxy S20 Plus 128 GB (Cosmic Black, 8 GB RAM)",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRm9BQW9PHBo6YLT-3PN98lKkwqxKAeahAaOJoxg5XAEhHHbifPaJsYl8n6p2azJsZHv-ariHQVF6BdpXdblRLhcf5b3VHXJQ7KdmBUZ5k&usqp=CAE,"₹74,999.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBpGgJzZg&sig=AOD64_1ieVXRkDkk99287OzlgtDa-F6DaQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IwhY&adurl=
Samsung galaxy s10 8gb 128gb (certified refurbished) (good),https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTRisfGRI2bojpJy7dualJg_2Euy3EmyQg_zDbrheLfBCMaE3j4X0OJ7STbIKy5RFM_XYX4Cj2GSN1_pj83SgIbxr1XwSLt9G2G-W5coVjBmLJ-0bgF48UW&usqp=CAE,"₹24,990.00 ",Refurbished_mobile,vexclusive.in,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBrGgJzZg&sig=AOD64_3ug4VJIgBOAtJshTHWCj7LhKYW5g&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IxRY&adurl=
"Samsung Galaxy Z Fold4 5G 256 GB, 12 GB RAM, Beige, Mobile Phone",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQGFnlxf-ETx05YseLLKMl3DdpDUxdnMKxZDwC9u1rcCCm5OUZQw8FlLsCotDD1uhrP0x-HVMHnm09wDRlYBtVZSlhmP1D-PVpofP9d4ZSlmw1ZsIQhghxC&usqp=CAE,"₹1,54,999.00",--,Reliance Digital,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBtGgJzZg&sig=AOD64_1aSomsji-534Yc8bFN7fK6Cktn9g&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IyRY&adurl=
Samsung Galaxy M13 | 6+128GB | 6000mAh Battery |Up to 12GB RAM with RAM Plus | FHD+ Display | Auto Data Switching,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQa8CZbKX32Ef6wrfu-KIozfQN0I8q6U3-zuOG0fQXSwSMVT-VwCqQKy8HfZvr1Q9nL4LKc67HdBZrmRCe2ZB7t-j7CvFWzoeGYPsrMH2C_vpy4TeZFdsEe&usqp=CAE,"₹13,999.00",--,Samsung.com,(422),2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBvGgJzZg&sig=AOD64_12s7Bw4JCU89Fke6GclmJRGOCAsw&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4IzBY&adurl=
Samsung S9 4Gb 64Gb (Certified Refurbished) (Very Good),https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSQ6wJP2uZeOf5M0J2IG267ekAsFBNEmV-YrhqYpkn07EkVLrxQ8bBwBopZfxW6Rdu_iP_cVUfYr_KIfz0rlMxBPSHnBKyioiub6Oblhwc&usqp=CAE,"₹17,490.00 ",Refurbished_mobile,Best of Indian Products,Free returns,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBxGgJzZg&sig=AOD64_2NFJ65qSoW_RlgbNJrGVbI5lMzjg&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I0BY&adurl=
"SAMSUNG Galaxy S21 FE 5G (8GB RAM, 128GB, Lavender)",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSoR6jNgEW24iXPB2dk1eRKrcVinE6UwEI8HLwUYsCxa4DS3HIQRh-j0HXcnos6qFHYIOvJVvX4WcM2k4RH0PwEfuSzQVhjkizkj0dU_yToz-mZVRBQHRHIxg&usqp=CAE,"₹57,999.00",--,Croma,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABBzGgJzZg&sig=AOD64_1qE_7uFliljtdkRo2uHobbVZs-8w&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I1BY&adurl=
"Samsung Galaxy S20 FE 5G 128 GB (Cloud Navy, 8 GB RAM)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS8p_0qSMu0-OzKen2LLoK4CdpBJ_0OZWw7TiA8HbhXU3bIb_my6L8CxOXbyYTOjwNyay40R-tyvculUYer7bdH2pigiSJU5CroJ5neYw&usqp=CAE,"₹33,448.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABB1GgJzZg&sig=AOD64_1Yk90KIRZCkgt3XjRLp4nhbAOiKw&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I1xY&adurl=
"Samsung Galaxy S21 5G 128 GB (Phantom Violet, 8 GB RAM)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQFPkg0a9zn89cwOqM724HrnyhVkqMAngOg-9FZrRmq90els8CYz0FB3NeY36-Rx9Xc7cyTdCIWJ81GV6ZKarNMwUcVu1B-5lWvpc-8Rv4&usqp=CAE,"₹51,999.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABB3GgJzZg&sig=AOD64_1sOaxNhyE_W2yVmPi06Gb5ZRtMcA&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I2hY&adurl=
"Samsung Galaxy A32 128 GB (Awesome Blue, 6 GB RAM)",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTZvZ5OHmK1DGEPJdZM5IG6b6GqnLNJR43CSHOFqIwflwWpGnOXmdOFoeeD4F8OQYRCndFq2HuwJiIUsCqobyjmuEfe05KIi7smhht86fQ&usqp=CAE,"₹19,999.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABB5GgJzZg&sig=AOD64_3tQ_mXNfD7L7pyDHqgk0v9uSffdQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I3RY&adurl=
"SAMSUNG GALAXY S10E (PRISM BLACK, 128 GB, 6 GB RAM) REFURBISHED",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRC6mRJfU-Si0ttvvD8ntjwU_VEB-Auf9bfrlRJOHFVme73aLMrUfqkVqWoWEcCnkttDsx29OzBgPPPKMiFA38_m4q9aY3la1zRZBIL0C8&usqp=CAE,"₹14,999.00 ",Refurbished_mobile,Hi laptop.com,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABB7GgJzZg&sig=AOD64_1frLu475IaGQFOjnFvDkfVvm9TBA&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I4BY&adurl=
"Samsung Galaxy M04 64 GB (Shadow Blue, 4 GB RAM)",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQLze87fWVxn0GWD91s9vXWQrxSWx0EvwmcJSqKJRNJApxVQuMxX15BmgDrjtalg-T6A4EkDOou-Vp4WFpgqPbMOTGKMrEuozHMgfnxZw&usqp=CAE,"₹10,499.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABB9GgJzZg&sig=AOD64_3p0ceAHWUpu7dl8OgTaaJCVdDf7A&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I5BY&adurl=
Samsung S9 4Gb 64Gb (Certified Refurbished) (Very Good),https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTP1MsHoYMZB1GzmXUoCgO4j2AwQgidswCJvHHl7-LUQj0Rik0d0-FsYNa0l1NFz9w0XcWU6y8Y8hxtcI-HRejouwXCot5NUwQcb1WLp0q2Mb4Pi7RgoB_ZspI&usqp=CAE,"₹20,490.00 ",Refurbished_mobile,WizeKart,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABB_GgJzZg&sig=AOD64_0_OVicCtitAelKiQsyHu7EEfeKhQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I5xY&adurl=
"Refurbished Samsung Galaxy Note 10 Plus (Aura Glow, 256GB, 12GB RAM)",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRrZchRjjtOfXTGLtngHnvq1re9s8vSC2Y3LOIxCYvWu1JGirjzqdoj3A81P4YWRi4h03-5xzWnbTTht4mAZ38gkDKPqYJMEhGVnvmySeA&usqp=CAE,"₹69,998.00 ",Refurbished_mobile,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABCBARoCc2Y&sig=AOD64_1z_jmqM8WSKXd2cT9CsH-T8E6oNQ&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I6xY&adurl=
"Samsung Galaxy M42 5G (Prism Dot Gray, 128GB, 6GB RAM)",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQACekPoqYUMisxUHFPyQfQiEw5UWZSrJ3dQ4RZfRb3tZej2X_k3jp2oHD1b5WoqCaWRD-4JbBXgRhc96V1OtpmBVod8Sq_x5wnxSSEyUY&usqp=CAE,"₹24,999.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABCDARoCc2Y&sig=AOD64_1MjBk1riv7lrGgX410EGww-pIaWg&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I7xY&adurl=
"Samsung Galaxy S22 Ultra 5G (Burgundy, 12GB, 256GB Storage) with No Cost EMI/Additional Exchange Offers",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT9jGZPh-HiXAVEf3VF88FYJGuGMPxmr0Q1ytTEO_Evlw9nzR66EU4-6FDRTuioebhfygz-8_xI8w_48gQtjoD6CsL8aM1qj4c9kM8gal76x3iy1qZow731&usqp=CAE,"₹1,09,999.00",--,Amazon.in,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABCFARoCc2Y&sig=AOD64_1M8CDIkR_8_bFKfshbB8bwSlmvHw&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I8hY&adurl=
"Samsung Galaxy S10 128 GB (Prism White, 8 GB RAM)",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ4IeqpjxWFCycREQ6KZL9Rycm0KdvsAc7qdU9g07qeDQCu6kPhZ7zLbGo-eEjcRWHDVQOjuqm1mVrDbu36PYqjCEPIhWztHIdbLnJNNA&usqp=CAE,"₹71,000.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABCHARoCc2Y&sig=AOD64_3VI4frRxH9ZH6CoiMRNfSVlyqBiw&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I9RY&adurl=
"Samsung Galaxy S22 | 8GB |128GB |15.39cm (6.1"") Bora Purple | Infinity-O Displays | 3700mAh Battery",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTgCBy8__Z11X9l-jJ4TLY5ZxVPRtgjxeLhTDY1KYRlZH5JZ4Ebo8lujaImYX1KNqluiXE1LrOOkUp7j6oRlbX81AnNsXX778Jt_F9A2h5rlxXVYdOudaJt&usqp=CAE,"₹67,999.00",--,Samsung.com,"(6,139)",2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABCJARoCc2Y&sig=AOD64_0sh23XqK1EblgAgR136EhgFkZFgA&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I-BY&adurl=
"SAMSUNG Galaxy A33 5G (8GB RAM, 128GB, Awesome Blue)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS_enIyFMQ0Vm5qghuU3nWRYbmp0dBdVXXXLqxPdLHcEGHpCYNMTOGVUVCeyrqFxnc9iY7QrPsWsE84KJyi0oYY3bZqLP5XqBN7vFMeCBSbEO9Yq7FTmUq3&usqp=CAE,"₹27,499.00",--,Croma,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABCLARoCc2Y&sig=AOD64_0I5DZFqLthxM9rddXbnFO1XHftAA&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I_BY&adurl=
"Samsung Galaxy M02 32 GB (Blue, 2 GB RAM)",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRUvKGvy2mzVyA2stlFJvTiSFtDhgsr9q6UeUi_XgU_UcuynNL3B_HNwX9vDOGeTYB5c87rvg7VAFg-bnYCDE8Rd2GuoubsY8CSPv6y8VQ&usqp=CAE,"₹8,199.00",--,Gadgets Now,Free delivery,2022-12-25 20:00:37.475433,https://www.google.com/aclk?sa=l&ai=DChcSEwjtn4nd_ZT8AhXbfCsKHQspDRAYABCNARoCc2Y&sig=AOD64_2d2ijLJsNRpb7SPatjD8xi24zmFA&ctype=5&q=&ved=0ahUKEwiq0IPd_ZT8AhUk1TgGHS6kA5IQ9A4I_xY&adurl=
